url,url2,loc,city,ST,intl,date,popnum,FIPS
http://www.reuters.com/article/2015/04/15/us-usa-police-protests-idUSKBN0N526W20150415,,"Los Angeles, CA",Los Angeles,CA,0,4/14/15,95,644000
http://ktla.com/2015/03/03/protest-to-be-held-in-fatal-skid-row-police-shooting-as-new-video-is-released/,,"Los Angeles, CA",Los Angeles,CA,0,3/3/15,100,644000
http://www.huffingtonpost.com/2014/12/10/whitecoats4blacklives_n_6304736.html,,"USC Medical School, 3620 South Vermont Avenue, Los Angeles, CA 90089",Los Angeles,CA,0,12/10/14,100,644000
http://www.latimes.com/local/lanow/la-me-ln-lawyers-die-in-protest-eric-garner-michael-brown-20141216-story.html,,"Los Angeles, CA",Los Angeles,CA,0,12/16/14,100,644000
http://www.kfiam640.com/onair/gary-hoffmann-11314/protesters-gather-in-hollywood-13039497/,,"Hollywood, Los Angeles, CA",Los Angeles,CA,0,12/6/14,150,644000
http://abc7.com/news/protesters-shut-down-streets-disrupt-traffic-in-south-la-cerritos/741605/,,"Los Angeles, CA",Los Angeles,CA,0,5/25/15,200,644000
http://ktla.com/2014/08/17/activists-to-protest-fatal-police-shooting-of-unarmed-and-mentally-ill-man-ezell-ford/,,"Los Angeles, CA",Los Angeles,CA,0,8/17/14,200,644000
http://www.dailynews.com/NA-news/20141213/hundreds-protest-police-killings-in-downtown-los-angeles,,"Los Angeles, CA",Los Angeles,CA,0,12/13/14,200,644000
http://edition.cnn.com/2014/11/25/us/national-ferguson-protests/,http://news.blogs.nytimes.com/2014/11/24/live-updates-from-ferguson-on-the-grand-jury-decision-in-michael-brown-shooting/?_r=0,"101 Freeway, La Brea and Wilshire",Los Angeles,CA,0,11/24/14,250,644000
http://www.latimes.com/local/crime/la-me-0222-ezell-ford-rally-20150222-story.html,,"Los Angeles, CA",Los Angeles,CA,0,2/21/15,250,644000
http://www.latimes.com/local/crime/la-me-0120-mlk-parade-20150120-story.html,,"Los Angeles, CA",Los Angeles,CA,0,1/19/15,3000,644000
http://www.buzzfeed.com/jimdalrympleii/protesters-take-to-the-streets-in-new-york-and-los-angeles,,"Los Angeles, CA",Los Angeles,CA,0,12/27/14,5000,644000
https://www.facebook.com/NMOS2014/timeline?ref=page_internal,https://www.facebook.com/NMOS14LA,Los Angeles,Los Angeles,CA,0,8/14/14,NA,644000
https://www.indybay.org/newsitems/2015/03/30/18770608.php,,"Monterey, CA",Monterey,CA,0,3/28/15,75,648872
http://www.sfweekly.com/thesnitch/2015/01/19/protesters-wake-up-oakland-mayor-libby-schaaf,http://www.usatoday.com/story/news/2015/01/18/oakland-protests-blacklivesmatter-walmart/21952971/,"Oakland, CA",Oakland,CA,0,1/18/15,50,653000
http://www.sfweekly.com/thesnitch/2015/01/19/protesters-wake-up-oakland-mayor-libby-schaaf,,"Oakland, CA",Oakland,CA,0,1/19/15,50,653000
http://www.usatoday.com/story/news/2015/01/18/oakland-protests-blacklivesmatter-walmart/21952971/,,"Oakland, CA",Oakland,CA,0,1/18/15,50,653000
http://sanfrancisco.cbslocal.com/2015/04/14/demonstrators-in-oakland-and-san-francisco-sf-participate-in-shutdowns-day-of-action-against-police-brutality/,,"Oakland, CA",Oakland,CA,0,4/14/15,100,653000
http://sanfrancisco.cbslocal.com/2015/04/27/protesters-take-to-oakland-streets-over-death-of-baltimore-man-freddie-gray/,,"Oakland, CA",Oakland,CA,0,4/27/15,100,653000
http://www.latimes.com/local/lanow/la-me-ln-oakland-police-arrest-29-protesters-20150101-story.html,,"Oakland, CA",Oakland,CA,0,12/31/14,130,653000
http://www.latimes.com/local/lanow/la-me-ln-four-arrested-in-oakland-protests-20150525-story.html,,"Oakland, CA",Oakland,CA,0,5/24/15,150,653000
sfgate.com/news/article/...,http://www.sfgate.com/news/article/Protests-planned-around-Bay-Area-for-MLK-holiday-6024006.php,"Oakland, CA",Oakland,CA,0,1/18/15,150,653000
http://sanfrancisco.cbslocal.com/2014/08/20/oakland-protests-over-ferguson-situation-prompt-interstate-880-offramp-closures/,,"Oakland, CA",Oakland,CA,0,8/20/14,200,653000
http://www.contracostatimes.com/news/ci_26347366/oakland-protesters-march-against-police-brutality-friday-evening?source=pkg,,"Oakland, CA",Oakland,CA,0,8/15/14,200,653000
http://www.sfgate.com/bayarea/article/Bay-Area-protesters-denounce-police-killing-of-5933671.php,,"Oakland, CA",Oakland,CA,0,12/3/14,200,653000
http://www.nbcbayarea.com/news/local/Black-Lives-Matter-Groups-Block-Oakland-Police-Headquarters-285834131.html,,"Oakland, CA",Oakland,CA,0,12/15/14,250,653000
http://www.latinpost.com/articles/24311/20141024/national-day-of-action-against-police-brutality.htm,https://www.facebook.com/events/366711800154054/,Oakland,Oakland,CA,0,10/22/14,370,653000
http://edition.cnn.com/2014/11/25/us/national-ferguson-protests/,http://sanfrancisco.cbslocal.com/2014/11/24/crowds-gather-in-oakland-to-protest-grand-jury-decision-on-ferguson-police-shooting/,"14th and Broadway, I-580",Oakland,CA,0,11/24/14,1000,653000
http://www.buzzfeed.com/jimdalrympleii/shutitdown-protests-engulf-american-cities-for-a-second-nigh#.gs1JE4V5KV,,Oakland,Oakland,CA,0,12/4/14,NA,653000
https://www.facebook.com/NMOS2014/timeline?ref=page_internal,,Oakland,Oakland,CA,0,8/14/14,NA,653000
http://ww2.kqed.org/news/2014/12/13/thousands-in-oakland-berkeley-and-san-francisco-join-millions-march,,"Oakland, CA",Oakland,CA,0,12/13/14,3000,653000
http://abc7news.com/news/hwy-101-in-palo-alto-reopened-after-garner-protest/421466/,,"Palo Alto, CA",Palo Alto,CA,0,12/3/14,150,655282
http://losangeles.cbslocal.com/2015/01/01/4-arrested-during-police-protest-at-rose-parade/,,"Pasadena, CA",Pasadena,CA,0,1/1/15,24,656000
http://www.nbclosangeles.com/news/local/Pedestrian-Struck-by-Vehicle-During-Protest-in-Riverside-284994981.html,,"Riverside, CA",Riverside,CA,0,12/6/14,50,662000
http://www.huffingtonpost.com/2014/12/10/whitecoats4blacklives_n_6304736.html,http://www.sacbee.com/news/local/health-and-medicine/healthy-choices/article4412227.html,"UC Davis, 1 Shields Ave, Davis, CA 95616",Sacramento,CA,0,12/10/14,120,664000
http://www.latinpost.com/articles/24311/20141024/national-day-of-action-against-police-brutality.htm,https://www.facebook.com/events/364140490400019,Sacramento,Sacramento,CA,0,10/22/14,400,664000
https://www.facebook.com/NMOS2014/timeline?ref=page_internal,,Sacramento,Sacramento,CA,0,8/14/14,NA,664000
http://america.aljazeera.com/articles/2014/12/1/ferguson-handsupwalkoutobama.html,http://www.nbcsandiego.com/news/local/Protesters-San-Diego-City-Council-Inaugural-Ceremony-285387071.html,San Diego City College,San Diego,CA,0,12/1/14,35,666000
http://www.latinpost.com/articles/24311/20141024/national-day-of-action-against-police-brutality.htm,,"San Diego: Jeremy Henwood Memorial Park, I-15",San Diego,CA,0,10/22/14,100,666000
http://www.nbcsandiego.com/news/local/San-Diegans-March-in-Solidarity-With-Baltimore-Protesters-301772891.html,,"San Diego, CA",San Diego,CA,0,4/29/15,100,666000
https://www.facebook.com/NMOS2014/timeline?ref=page_internal,https://www.facebook.com/events/1476921019232309/,San Diego,San Diego,CA,0,8/14/14,300,666000
http://www.usatoday.com/story/news/2015/05/21/black-lives-matter-naked-protest-san-francisco/27742833/,,"San Francisco, CA",San Francisco,CA,0,5/21/15,20,667000
http://www.sfgate.com/bayarea/article/Bay-Area-protesters-denounce-police-killing-of-5933671.php,,"San Francisco, CA",San Francisco,CA,0,12/3/14,50,667000
http://www.cbsnews.com/news/protesters-shut-down-mass-transit-stations-in-san-francisco/,,,San Francisco,CA,0,1/16/15,100,667000
http://www.cbsnews.com/news/protesters-shut-down-mass-transit-stations-in-san-francisco/,,"San Francisco, CA",San Francisco,CA,0,1/16/15,100,667000
http://www.reuters.com/article/2015/04/15/us-usa-police-protests-idUSKBN0N526W20150415,,"San Francisco, CA",San Francisco,CA,0,4/14/15,100,667000
http://www.sfexaminer.com/sanfrancisco/sf-lgbt-community-marches-christmas-eve-in-solidarity-with-police-protest-movement/Content?oid=2915199,,"San Francisco, CA",San Francisco,CA,0,12/24/14,200,667000
http://www.worldcantwait.net/index.php/reports-on-protest-resistance/7397-initial-reports-on-october-22-national-day-of-protest-to-stop-police-brutality,http://www.worldcantwait.net/index.php/reports-on-protest-resistance/7397-initial-reports-on-october-22-national-day-of-protest-to-stop-police-brutality,San Francisco,San Francisco,CA,0,10/22/14,200,667000
https://www.facebook.com/NMOS2014/timeline?ref=page_internal,https://www.facebook.com/events/704940676222328/,San Francisco,San Francisco,CA,0,8/14/14,240,667000
http://www.huffingtonpost.com/2014/12/10/whitecoats4blacklives_n_6304736.html,,"UC San Francisco, 500 Parnassus Ave, San Francisco, CA 94143",San Francisco,CA,0,12/10/14,250,667000
https://twitter.com/OccupyOakland/status/602678231863427075,http://www.eastbayexpress.com/SevenDays/archives/2015/05/22/oakland-mayor-libby-schaaf-institutes-curfew-on-nighttime-street-protest,"San Francisco, CA",San Francisco,CA,0,5/22/15,250,667000
http://forward.com/articles/211080/jews-protest-racism-and-police-brutality-on-first/,,"San Francisco, CA",San Francisco,CA,0,12/16/14,300,667000
http://america.aljazeera.com/articles/2014/11/29/16-arrested-as-demonstrationsreturntoferguson.html,,,San Francisco,CA,0,11/28/14,500,667000
https://storify.com/A4BL/chinese-new-year-parade,http://www.salon.com/2015/03/08/which_side_are_you_on_asians4blacklives_confronts_anti_black_prejudice_in_asian_communities/,"San Francisco, CA",San Francisco,CA,0,3/7/15,NA,667000
http://www.buzzfeed.com/jimdalrympleii/shutitdown-protests-engulf-american-cities-for-a-second-nigh#.gs1JE4V5KV,,San Francisco,San Francisco,CA,0,12/4/14,NA,667000
http://ww2.kqed.org/news/2014/12/13/thousands-in-oakland-berkeley-and-san-francisco-join-millions-march,,"San Francisco, CA",San Francisco,CA,0,12/13/14,200,667000
http://www.latinpost.com/articles/24311/20141024/national-day-of-action-against-police-brutality.htm,,San Jose,San Jose,CA,0,10/22/14,NA,668000
http://www.stanforddaily.com/2015/01/19/students-shut-down-san-mateo-hayward-bridge-reclaim-mlk-day/,,"San Mateo, CA",San Mateo,CA,0,1/19/15,70,668252
https://twitter.com/StanfordBSU/status/555828989852274688,https://www.facebook.com/stanfordbsu/posts/10152821978399213,Stanford Medical School,Stanford,CA,0,1/15/15,180,673906
http://america.aljazeera.com/articles/2014/12/1/ferguson-handsupwalkoutobama.html,https://www.rt.com/usa/210531-handsup-walkout-rallies-thousands/,Stanford,Stanford,CA,0,12/1/14,200,673906
http://www.stanforddaily.com/2015/05/04/this-years-blackfest-featured-various-groups-around-campus-performing-music-dance-and-spoken-word-the-annual-event-was-held-put-together-by-the-black-family-gathering-committee-and-focused/,,Stanford University,Stanford,CA,0,5/1/15,400,673906
http://www.denverpost.com/news/ci_27690025/aurora-group-protest-wednesday-over-fatal-police-shooting,,"Aurora, CO",Aurora,CO,0,3/11/15,40,804000
http://www.denverpost.com/news/ci_27076343/students-aurora-march-demonstration-city-hall,,"Aurora, CO",Aurora,CO,0,12/5/14,200,804000
http://america.aljazeera.com/articles/2014/12/1/ferguson-handsupwalkoutobama.html,http://www.ibtimes.co.uk/hands-walk-out-ferguson-protesters-stage-mass-die-ins-across-us-1477680,"Colorado University, Boulder",Boulder,CO,0,12/1/14,50,807850
http://www.dailycamera.com/news/boulder/ci_27081566/activists-again-massing-boulder-ferguson-protest,,"Boulder, CO",Boulder,CO,0,12/6/14,500,807850
http://denver.cbslocal.com/2015/06/18/ame-community-prayer-vigil-church-shooting/,,"Denver, CO",Denver,CO,0,6/18/15,70,820000
http://www.denverpost.com/news/ci_28016764/protesters-march-near-jail-downtown-denver,,"Denver, CO",Denver,CO,0,4/29/15,100,820000
http://edition.cnn.com/2014/11/25/us/national-ferguson-protests/,,I-25,Denver,CO,0,11/24/14,200,820000
http://www.9news.com/story/news/local/2014/08/19/denver-protests-ferguson-shooting/14322037/,,"Denver, CO",Denver,CO,0,8/19/14,200,820000
http://www.latinpost.com/articles/24311/20141024/national-day-of-action-against-police-brutality.htm,https://www.facebook.com/events/732260496821238,Denver,Denver,CO,0,10/22/14,250,820000
http://www.denverpost.com/news/ci_27013210/denver-marchers-join-ferguson-protests,,"Denver, CO",Denver,CO,0,11/25/14,300,820000
https://www.facebook.com/NMOS2014/timeline?ref=page_internal,https://www.facebook.com/events/1459381507666962/,Denver,Denver,CO,0,8/14/14,360,820000
http://www.buzzfeed.com/jimdalrympleii/shutitdown-protests-engulf-american-cities-for-a-second-nigh#.gs1JE4V5KV,,Denver,Denver,CO,0,12/4/14,400,820000
http://www.denverpost.com/news/ci_27059592/car-strikes-denver-police-officer-amid-ferguson-protest,,East High School,Denver,CO,0,12/3/14,1000,820000
http://america.aljazeera.com/articles/2014/12/1/ferguson-handsupwalkoutobama.html,https://twitter.com/search?q=%23HandsUpWalkout%20cherry%20creek%20high%20school&src=typd,"Cherry Creek High School, Denver",Denver,CO,0,12/1/14,NA,820000
http://www.wfsb.com/story/29268287/pd-17-arrested-after-protest-in-downtown-hartford,,"Hartford, CT",Hartford,CT,0,6/8/15,17,937000
http://www.wfsb.com/story/29340762/protesters-support-those-arrested-during-last-mondays-black-live-matter-protest-in-hartford,,"Hartford, CT",Hartford,CT,0,6/17/15,40,937000
http://www.latinpost.com/articles/24311/20141024/national-day-of-action-against-police-brutality.htm,,Hartford,Hartford,CT,0,10/22/14,NA,937000
https://www.facebook.com/NMOS2014/timeline?ref=page_internal,,Hartford,Hartford,CT,0,8/14/14,NA,937000
http://america.aljazeera.com/articles/2014/12/1/ferguson-handsupwalkoutobama.html,http://fox61.com/2014/12/01/students-in-new-haven-participate-in-nationwide-walkout-in-response-to-ferguson/,University of New Haven,New Haven,CT,0,12/1/14,25,952000
http://www.pnhp.org/news/2014/december/medical-students-to-hold-nationwide-%E2%80%98die-ins%E2%80%99-and-protests-wednesday-because-blac,http://www.thenewcivilrightsmovement.com/uncucumbered/med_students_across_the_u_s_protest_police_shootings,"Yale Medical School, Yale Physicians Bldg, 800 Howard Ave # 2, New Haven, CT 06519",New Haven,CT,0,12/10/14,80,952000
http://wtnh.com/2014/08/19/yale-students-staff-protest-ferguson-mo-events/,,Yale University,New Haven,CT,0,8/19/14,100,952000
http://america.aljazeera.com/articles/2014/12/1/ferguson-handsupwalkoutobama.html,https://www.rt.com/usa/210531-handsup-walkout-rallies-thousands/,Yale,New Haven,CT,0,12/1/14,400,952000
http://yaledailynews.com/blog/2014/12/05/hundreds-lie-down-on-wall-st-to-protest-brown-garner-decisions/,,"New Haven, CT",New Haven,CT,0,12/5/14,750,952000
http://www.pnhp.org/news/2014/december/medical-students-to-hold-nationwide-%E2%80%98die-ins%E2%80%99-and-protests-wednesday-because-blac,,"Frank H. Netter School of Medicine at Quinnipiac, 370 Bassett Road. North Haven, Connecticut 06473",New Haven,CT,0,12/10/14,NA,952000
http://thewestwordonline.com/students-protest-ferguson-decision-with-walkout/,https://www.bostonglobe.com/metro/2014/12/16/students-walk-out-boston-schools-protest/am0rEGYE2EmXOqCyqcPH8L/story.html,"Stamford, CT",Stamford,CT,0,12/16/14,200,973000
http://www.washingtonpost.com/local/dc-marchers-protest-deaths-of-michael-brown-eric-garner/2014/12/03/7ec3ed1c-7b48-11e4-9a27-6fdbc612bff8_story.html,,"Washington, D.C.",Washington,DC,0,12/3/14,15,1150000
http://www.huffingtonpost.com/2014/12/10/whitecoats4blacklives_n_6304736.html,,"Georgetown University School of Medicine, 3900 Reservoir Rd NW, Washington, DC 20007",Washington,DC,0,12/10/14,20,1150000
http://www.msnbc.com/msnbc/congressional-staffers-walkout-support-garner-brown,,"Washington, D.C.",Washington,DC,0,12/11/14,24,1150000
http://www.wusa9.com/story/news/local/2014/08/21/protesters-rally-for-ferguson-in-front-of-white-house/14424219/,,"Washington, D.C.",Washington,DC,0,8/21/14,24,1150000
https://twitter.com/johnzangas/status/557260558731575296,,"Washington, D.C.",Washington,DC,0,1/19/15,25,1150000
http://edition.cnn.com/2014/11/25/us/national-ferguson-protests/,http://www.wusa9.com/story/news/2014/11/25/protestors-ferguson-decision-mike-brown-dc/70083054/,"White House, Pennsylvania Ave",Washington,DC,0,11/24/14,30,1150000
http://www.washingtonpost.com/blogs/post-politics/wp/2015/01/21/black-lives-matter-protesters-stage-die-in-in-capitol-hill-cafeteria/,,"Washington, D.C.",Washington,DC,0,1/21/15,30,1150000
http://www.washingtonpost.com/local/trafficandcommuting/ferguson-demonstration-snarls-dc-traffic-on-interstate-395/2014/11/30/3ea93216-78c6-11e4-b821-503cc7efed9e_story.html,,"Washington, D.C.",Washington,DC,0,11/30/14,30,1150000
https://twitter.com/ShaneClaiborne/status/585283561260978176,,"Washington, D. C.",Washington,DC,0,4/3/15,30,1150000
http://www.usatoday.com/story/news/nation/2015/01/15/dcferguson-protest-rush-hour/21795165/,,"Washington, D.C.",Washington,DC,0,1/15/15,45,1150000
http://www.washingtonpost.com/blogs/dr-gridlock/wp/2014/12/01/monday-morning-traffic-jams-in-d-c-possible-because-of-ferguson-related-protests/,,"Washington, DC",Washington,DC,0,12/1/14,50,1150000
http://www.pnhp.org/news/2014/december/medical-students-to-hold-nationwide-%E2%80%98die-ins%E2%80%99-and-protests-wednesday-because-blac,https://twitter.com/search?q=%23whitecoats4blacklives%20duke&src=typd,"George Washington School of Medicine, 2121 I St NW, Washington, DC 20052",Washington,DC,0,12/10/14,65,1150000
http://www.huffingtonpost.com/2015/05/10/million-mom-march-police_n_7252082.html,,"Washington, D.C.",Washington,DC,0,5/9/15,70,1150000
http://america.aljazeera.com/articles/2014/12/1/ferguson-handsupwalkoutobama.html,https://www.rt.com/usa/210531-handsup-walkout-rallies-thousands/,"Washington, D.C., AFT Union",Washington,DC,0,12/1/14,75,1150000
http://www.huffingtonpost.com/2014/12/10/whitecoats4blacklives_n_6304736.html,,"Howard University College of Medicine, 2400 Sixth St NW, Washington, DC 20059",Washington,DC,0,12/10/14,100,1150000
http://www.washingtonpost.com/local/dc-marchers-protest-deaths-of-michael-brown-eric-garner/2014/12/03/7ec3ed1c-7b48-11e4-9a27-6fdbc612bff8_story.html,,"Washington, D.C.",Washington,DC,0,12/3/14,100,1150000
http://fusion.net/story/128423/the-faces-of-freddie-gray-protests-hundreds-march-to-the-white-house/,,"Washington, D.C.",Washington,DC,0,4/29/15,200,1150000
https://twitter.com/The_Blackness48/status/499714499688300545/photo/1,,Howard University,Washington,DC,0,8/13/14,250,1150000
http://www.buzzfeed.com/jimdalrympleii/shutitdown-protests-engulf-american-cities-for-a-second-nigh#.gs1JE4V5KV,http://www.silive.com/news/index.ssf/2014/12/post_1013.html,Washington,Washington,DC,0,12/4/14,500,1150000
https://www.facebook.com/NMOS2014/timeline?ref=page_internal,https://www.facebook.com/events/622649584500191/,"Washington, D.C.",Washington,DC,0,8/14/14,2300,1150000
http://www.nydailynews.com/news/national/thousands-justice-rally-article-1.2044222,,"Washington, D.C.",Washington,DC,0,12/13/14,45000,1150000
http://www.latinpost.com/articles/24311/20141024/national-day-of-action-against-police-brutality.htm,,"Washington, D.C.,",Washington,DC,0,10/22/14,NA,1150000
http://america.aljazeera.com/articles/2014/12/1/ferguson-handsupwalkoutobama.html,http://udreview.com/students-gather-march-as-part-of-hands-up-walk-out/,University of Delaware,Newark,DE,0,12/1/14,100,1050670
